repL,impL,gsqr11,gsqr22
1414.091347257545,71.9977226043852,2.978550089284158,1.8700137531054895
1399.276971859487,34.46327124408857,3.0255498131251586,2.592304468842552
1390.4490564020969,21.431467581825547,3.108885593060682,2.671631968923072
1398.1580806834716,32.835667782428445,2.9707532197637487,2.4947030111532515
1411.9454978978004,40.247571663682535,3.4255186490382212,3.3364050298834136
1409.852542289816,61.74517592535255,3.00691756396138,2.0258604958744635
1409.8464431161217,66.6310074195155,3.028549606491451,1.9934709126461627
1391.6128931278365,29.07828572526851,2.955526532585391,2.112619706046273
1374.4849072542956,6.337927340832132e-8,4.299036790328337,3.4677074073122673
1413.2793223200274,79.3728649331574,3.2132173434155495,2.208182820366745
1399.727985085315,30.537099674897245,3.0176417679436645,2.8035409870735797
1407.883294198836,36.464766148627646,3.317792742335787,3.293518839367684
1392.098265976432,25.52105920186425,3.026161469063732,2.498050639629485
1385.148778223911,8.586174085074928,4.030885063123893,2.941319093389032
1387.7331736746316,13.569528586616226,3.370712087573448,2.8694615142039934
1377.1042130375022,5.051781721350686e-8,4.777898114654386,3.507366218444092
1397.452444381417,37.052600691474815,3.018743412383963,2.3910311997693876
1376.0924069260668,3.8806536383061835e-6,4.180168306021638,3.3318365768295766
1405.7726110112058,35.92696071456535,3.2885665285344685,3.2210042681068467
1391.7274519457533,22.836460744538382,3.0744213635238173,2.6992861259072383
1396.4980357553636,35.24002787975674,2.8540873128149773,1.9999783259646582
1412.6670614886043,70.18799550369816,2.9762418306145113,1.8761730015265108
1388.9922899104668,20.997066066707976,3.109028132972003,2.437393710639958
1401.6617102923517,32.81883586101478,3.193514832301032,3.0973962128477495
1408.17594429035,57.75255633827131,2.9626444728306423,1.9926897663411673
1408.710220456023,58.13622346953992,2.941628336372788,1.9520441962698654
1386.262313551195,13.778320618173698,3.5502777828445007,3.0432494435266033
1406.9860627112357,36.34249275991269,3.4720012131642255,3.516978723641134
1387.2519106212515,6.736285758009125,4.2698630746890425,4.254590153211327
1402.2377640470158,39.20255920647308,2.987718260102173,2.4283508723041733
1416.8431416742994,67.4705726852632,3.358897163920675,2.552838531999868
1370.907530101202,3.5321512365689965e-11,3.845064750429498,2.768316062276733
1414.4334241124307,59.64284389624048,3.265601609297699,2.521601093601183
1397.6325456153181,37.058956495152884,2.858108476329865,2.013249700520218
1404.0733844124316,48.86900303738313,2.954005036678084,2.1001475692752254
1406.218108405167,52.69347075048269,2.918437387782265,1.9784522223564196
1397.0335528822197,29.934624984480912,3.1504054600673244,2.95600749220814
1396.448265300064,31.320234821570935,2.8400578493250084,2.121068496207375
1386.772547484695,13.592697447365715,3.35557446543233,2.4154943194222587
1392.5351883043377,28.15479291818699,2.89094855710494,2.03121624623143
1401.1471206598346,37.41479750627544,3.0665744378985877,2.618180918891046
1410.18350480656,54.66756635353386,3.2564174358084075,2.574302908592006
1385.2183847930196,10.061749297109422,3.9157234408519037,3.2176813058393607
1414.4735391135368,67.39565604933627,3.1856760653573106,2.279847027907624
1409.9155675027469,59.74865433420377,2.9830670456445985,2.0169865678874284
1390.4284745843734,23.25223907790577,3.0102200634365097,2.306469515754641
1401.3776443939878,48.228137784420795,3.0337140054275884,2.2136020019510516
1404.4147601022564,41.868380609318244,3.0238820719568307,2.4606504348998377
1384.1201884534628,8.52595662321493,4.2496673798449205,3.2604614553531284
1368.4626388882727,6.876486771615481e-7,3.4525814530677814,2.726830887412125
1405.4780208015172,33.8565786510928,3.2293948542635946,3.236016409480599
1402.4557206934533,44.6358004552561,2.990615663749614,2.252417256986793
1402.4197489495189,39.737970888005954,3.1288743480304833,2.678684234367281
1406.6623001433961,40.107066150847764,3.3952999220165787,3.1999761398309814
1388.308351909092,15.191702776782272,3.3725907708645795,3.1261979649762854
1396.1685732766662,27.571362745846095,3.0092354157925776,2.7280389644731646
1413.7501717807024,58.71999812214896,3.222928682819052,2.4701172868669183
1403.5579042182148,52.62177314858952,2.9850439748316266,2.0638281405623085
1390.137102241723,14.477623882235122,3.2430204391440376,3.203791972008301
1411.5904322343506,59.058950951364345,3.1137034293430372,2.2739082254178182
1386.0240647693824,10.90055786046675,3.8056871412329323,3.4024998312783454
1415.4306386134604,72.86447589646508,3.0680756588880516,2.0282119769130627
1410.5372303677657,64.7367890036995,3.183418059687654,2.2869914302484142
1400.4525104322338,47.79772915933868,3.0365169578956572,2.207930324103956
1367.8372530330087,1.611729705849451e-8,3.2901149969686814,2.635646378064597
1418.8190966287882,78.32852435635054,3.3401716567075628,2.44167689894424
1386.0107564514337,13.481863664494426,3.580043852951733,3.0318279680462292
1401.5297388374902,29.34182337579317,3.145686743876779,3.2268057735991413
1399.4305176917517,40.87854398538689,2.900714757143237,2.075787755463084
1401.6386787903057,50.981301181863486,3.0557735222568208,2.1988293445006026
1396.0090353235948,23.91178639123234,3.0287476517036533,2.99481510097734
1394.120430161707,21.37498692271719,2.992525757948508,2.872159253228352
1369.6210760298238,5.368270738187464e-6,3.573851496336051,3.0917286848743255
1409.2780588055782,74.49034236761854,3.1260124959414437,2.0773848686659155
1418.9810702671032,75.91047879002569,3.1804541248448968,2.1991768639333817
1396.4211872464355,33.33879415414546,3.0552583789915064,2.5642104415017037
1391.693478501641,22.52725477335458,2.916690165346728,2.20925347764547
1412.8827607508272,71.06274297480991,2.953789248744275,1.8246167070561772
1401.1152339492292,46.147276316437306,3.0437205428075056,2.2795823196122593
1388.064472109619,18.62615486772992,3.1412708626297077,2.339667888230996
1407.0314912996682,50.23957259280301,3.080579922435807,2.3566378632168083
1401.2104664229362,40.065687374972434,2.853277167168217,2.0627871679443253
1395.7964603369003,25.344726744929304,3.000484834515134,2.8111222736499464
1411.6403273402448,73.9670128223194,2.977779913033925,1.8287542090907674
1416.730564809357,46.15749574539329,3.6483508859180582,3.438052055135664
1404.954919000226,47.116915553049644,3.1805569520124863,2.576071547795782
1394.3642311960195,35.395215127779515,2.9365675351498823,2.0867179216774554
1374.1881964724823,1.5807940013088696e-8,4.518650351346957,3.396168402824852
1408.4987992677102,65.61120101278765,3.0293981408444144,1.9959804984689824
1407.2092530628988,44.54006242634902,3.3095126312166876,2.9018619974540165
1412.2878382698896,41.691214420164435,3.908605385100974,3.939597389624501
1393.5541422826057,26.915564999857835,2.8731698884399757,2.143918859964211
1399.0313052793153,37.161197082992906,2.949681387547919,2.304770354140734
1405.6545113356776,44.78554592086913,3.3223645297262547,2.886913996240326
1404.4574696996124,48.09846640220138,3.2070472153419023,2.583820702820871
1410.6298190828857,47.504391117676626,3.434821372277737,3.0343518415472723
1388.6575610248674,17.46363530735369,3.1976042615342566,2.6763424999645817
1411.486723441177,78.59905418301024,2.9857431600078326,1.8002805801349426
1389.3095804279526,16.821027805712202,3.0963152708172004,2.4642202764073997
1406.8209202800429,60.0756829924378,3.1920682891811762,2.3392588627160693
1370.2919111466572,6.263317965111954e-13,3.6007485977956675,3.360454670734607
1393.5353339349113,23.837795255387814,2.9598163630367247,2.5580006545883625
1395.105511762598,32.71775613187443,2.9428631596185477,2.245941589207267
1395.7080653050778,38.17865352837742,2.993469930187057,2.2179220868748972
1387.1642955668426,17.720457057783438,3.2535974503768816,2.5138273496569363
1391.6116542038264,26.70412701728756,3.0304772059923204,2.412952051106621
1374.1913169715206,6.254082390177605e-10,3.7891897275960376,3.3211472667232247
1406.1311251082502,50.73800741512894,2.9671245415131153,2.1211670673841736
1406.5086755027776,51.07520565032405,2.9440421609064567,2.0747146578268656
1386.4224226254512,12.414329571281598,3.466816679810776,2.5428622278988944
1391.320048804197,24.790073660267968,2.985379530830648,2.3088117741532486
1389.2629223989177,12.864469666613157,3.2576081473187393,2.951580390012967
1388.3779634687462,16.826689441569137,3.210502935784424,2.6420061247628355
1389.7281117226605,20.136003061066763,3.0070468894523192,2.216886576108423
1399.228809375863,30.638144194868463,3.0686687590436863,2.8748311545798053
1413.7486859110807,78.28960981084,2.996838090448397,1.8381986785593911
1410.9054433201852,76.34049719826058,3.0834542666774034,1.9963678506931195
1400.480052448799,42.69845601537785,3.139598765576031,2.5414189350714045
1405.8349357639443,48.228193408797736,2.980253829508389,2.2068756486649246
1396.5090149642576,36.105620428678044,3.044658903220242,2.4384203646238607
1412.0776317517275,40.08577240959277,3.6566242566337546,3.6773304251632037
1394.4326764332363,26.809316041607758,2.8945793476632544,2.3158178353055554
1406.390675844036,54.587689444434375,2.959108490553708,2.0217429281279333
1414.925671503518,76.61983112971926,3.006782432652067,1.878893682485164
1407.6659412692775,44.43669340196319,3.0302746343955826,2.455445182624264
1395.3479950866558,33.24882725743539,2.9292628467067683,2.206290350310622
1412.6405037854279,77.44097535161215,3.2375412228670677,2.2590615014653532
1410.170270206496,59.875739800190495,3.015479414362114,2.0767470619534873
1368.2769943578924,1.007365617662799e-7,3.395806326589323,2.712286368404115
1392.0987476242046,24.60062542282868,3.009457869972171,2.48854865057089
1403.234536662981,40.743989979313426,3.118523967254648,2.643762909981733
1389.4554061940853,16.075578287216498,3.129768954476287,2.628342587174304
1405.5740542825547,39.85562328877809,3.2508592671822583,2.961210684059824
1413.965365209232,76.4786849491652,3.076059596066976,1.9985648185480847
1413.7230866905006,41.214765842294064,3.6646399509025205,3.6528607462639173
1408.0304282498819,39.134179259175184,3.1055578545208022,2.8111006577315143
1390.5544897417171,21.512877523117535,3.037145514986131,2.464823839191744
1406.316341314697,52.63906557734613,3.2561191297934404,2.5768958213655497
1401.6793903522257,54.2619191509943,3.005586142953475,2.0368972314870213
1408.4386072786135,44.85346795899452,3.122460501234694,2.6139874071492684
1393.2899058571186,27.035140151078437,2.8829225582215043,2.139235818327875
1368.153654298554,1.249223233019351e-7,3.439299350774347,2.50540158705342
1408.3692444918408,65.96774434200535,3.050676480499168,2.0286570518713276
1409.8715610036886,53.26657755969414,3.419335736238581,2.844199652856768
1388.6568268230783,12.626028553787027,3.3388578934324085,3.010314775089216
1389.678211025942,27.528468622568667,3.044560913131779,2.2184672556126053
1414.6940787526019,61.532309620604835,3.1904132583486025,2.3760103028794775
1387.4847790251688,15.211645759102764,3.256078153227707,2.461964495270942
1402.4623410198765,38.53740667928923,3.2280384162016924,2.9008127727879067
1418.0682837339118,52.240618052950886,4.143367961164274,3.8781671914561144
1413.2652293126805,48.76907543463817,3.467881836205063,3.067822602906627
1405.6437441976295,52.82638857306274,3.191632642187057,2.4610584406127205
1411.4111380372392,70.0424201928489,3.0521496869382547,2.0063526052428835
1383.7256683174057,7.6371824690381995,4.472251115133042,3.3343266087916117
1402.6276120542475,46.08554161289684,2.939643679044515,2.110198907558599
1386.524750750577,14.008760801915756,3.363481889408128,2.4175976683977525
1414.4197665137508,57.02676633486247,3.4542731672727203,2.8439325115813183
1391.566134695079,23.844249471664362,3.0121998447583813,2.4590282065900437
1403.2025760756144,54.46741409370516,3.112595756672508,2.2591982416408194
1385.8241035386404,14.991538422495417,3.497504752425256,2.84874948337719
1373.0456446531618,9.504015556598133e-7,3.663337166895166,3.036094282870354
1405.1141829793014,67.15632949120169,3.0300726794019863,1.9447549742600767
1407.255006457166,41.10628654491017,3.286528517946004,3.0003767726841737
1393.6093551181325,26.33167807470469,2.9097659330238095,2.2940332636926826
1404.5365700444602,61.95211810082721,3.0297234182467556,2.003440723087382
1394.4430584777238,23.70045033454503,2.8954638500270686,2.491865594201594
1390.775839911875,17.202640979637522,3.0624468493504016,2.720740671228597
1410.794724838741,55.914301562739944,3.151590741244416,2.389856782300012
