repH,impH,gsqr11,gsqr22
1469.722666777459,7.556109066316805,1.2062968054242103,2.1420195408620843
1468.1247713847274,21.316614440045775,1.8303341887559212,2.615412474460231
1471.4168618651954,18.830227384999624,1.672812952418595,2.3952059625908544
1470.8842470144016,19.14518264386005,1.7457513820624944,2.5049230431757636
1457.5454535067126,32.38307733561386,2.6175081249305547,3.395553519316636
1469.3694685352557,10.357161113141993,1.3577755523710804,2.2938832946157386
1467.3751172072675,10.441484213053197,1.3070315798840526,2.2960430851437756
1475.4549697472642,7.0825183086289485,1.3460636895250446,2.116878823702704
1476.1670647363756,13.288033857080269,1.5089872001935263,2.1850671089524822
1452.8798850933151,15.133427443261727,1.530496492359318,2.8591485262573864
1466.9554215698545,26.47783222164133,2.031323873120486,2.727415822178661
1457.6140760163462,33.07248056353662,2.5414628766273433,3.2744170836661626
1472.204638691696,16.64003497620925,1.6149024573051984,2.362693279801394
1479.6328018997888,2.096469021263344,1.368059386995546,2.0743850126630394
1476.0350827336601,15.524252234847095,1.5987893640382353,2.264816699783984
1479.6936963947699,3.5059871805843117,1.3814257615000793,2.076349037909997
1469.0733903964012,16.637794942660214,1.6207016286596299,2.4637543290372705
1480.2867934006836,9.498803815712508,1.5064875278142689,2.1497305574095096
1457.7447580393875,31.83895453702436,2.4425559098363006,3.202191318412598
1470.3270671885216,20.681277962822758,1.741129305444253,2.4581549030825793
1476.7109290227738,5.482761896965843,1.3685661461698997,2.1346699420360262
1469.7635249822124,7.641072655923608,1.2107373746675156,2.1444604272340357
1474.9923042479352,11.81446430445658,1.472152912027163,2.2090893039046278
1459.4467501419888,30.457916127911567,2.2777200693366373,3.0257835387394207
1471.336253362572,9.032258621322175,1.3423701642345178,2.232776008127941
1472.1888474074901,7.8579294090463385,1.317243670595733,2.191997157065542
1471.3444719369622,17.834168016171695,1.606291798064594,2.330786018335054
1452.4046216101042,34.141578708286936,2.6929033777934066,3.4837680334342367
1470.2762188649174,27.444025417176498,1.9015574460339075,2.4580503529986464
1470.4942236974464,18.080165607201884,1.7346143761903872,2.536010660402828
1454.511915286469,19.239826555224948,1.8543829763751258,3.0605562275128952
1478.8234526044112,3.6829286767903056,1.3500946265168952,2.054169067177023
1461.1502613892458,19.098840223939987,1.8304532224888905,2.8795229435410796
1476.2615411672648,6.407443991845086,1.381348911328742,2.15484935692202
1471.902228821776,10.89785311971102,1.4388046835238244,2.2982346770009285
1473.2310772055057,7.898153408368492,1.3530383029613489,2.201116908515228
1461.4137490127132,27.424302735698994,2.067625142358402,2.8411804191257413
1477.9517145401055,8.166000673313885,1.4790870653480912,2.2087586073212235
1479.847720615875,1.233531719666149,1.3726002211918102,2.083032223859575
1477.738430981274,3.801120279742077,1.3546968129180175,2.099904250561824
1466.5800602969377,21.795056992872986,1.8682619047323663,2.6867821705312176
1460.7948126900212,19.953746267398355,1.858220257270405,2.8912431307377013
1474.8693998062445,13.59195923724108,1.5059492581999372,2.2123694332554695
1461.6149705552264,15.666627617886938,1.5930787144301226,2.68836878977353
1470.7330161435939,9.73472541541745,1.3653599857663097,2.270535234359754
1476.289129295531,9.933925067014604,1.4515471379047857,2.1832133069764645
1468.0005494177565,13.719313159848294,1.4874610249448292,2.4141881653555033
1469.3783310913136,18.80963348171415,1.7767178234761516,2.599718267106067
1476.3202883871083,8.61138069410535,1.3846140596505898,2.1078628743078993
1478.503282013405,10.997415034995187,1.4890814318328696,2.141856625321919
1458.6875000024654,33.308099681753525,2.469619690488514,3.1625388051008696
1470.414665322226,14.241509324866163,1.5596821990751892,2.419387336535366
1464.262926536351,22.61652969169737,1.922109266986868,2.7822733964396376
1455.7519700285084,29.54662235581379,2.405088078934469,3.285506460530684
1468.6598250770091,23.574385524112685,1.8004929261442761,2.477273586806101
1468.535704270234,23.948740245213816,1.8954147367909706,2.6017276195031203
1462.8130371779655,18.393310643523048,1.7848825620658604,2.80409324378343
1470.016066257843,10.698308290903515,1.373972407814778,2.280592818737344
1469.3433305570225,27.868201507726614,1.9453215387333802,2.5214059465580845
1466.1517999734515,15.184373047185762,1.5966678299771486,2.5758863444930844
1470.6508229296817,20.340898339883434,1.6830768539534722,2.3752213366275603
1465.9109299022357,11.417153568759403,1.352273231004503,2.379894926078063
1460.788629695116,15.766806819912498,1.5817992297025596,2.6952340512854334
1467.7569785158612,13.58382066472153,1.471742126848149,2.4046164075693706
1479.9326603804664,11.025002965782758,1.5200889519103202,2.147498150538044
