repH,impH,gsqr11,gsqr22,gsqr33,gsqr44
1462.1439539700002,11.706443179640521,1.312222286561975,2.3800687944351897,1.2521520778148896,0.3457908544800324
1456.5486094968944,27.343582646010837,2.103502533088611,2.794613273523722,1.5586853078917728,0.5368670830885399
1460.8100391295022,24.248818836130898,1.8045685151085649,2.4573428925026803,1.435226950423089,0.4687835862673523
1460.123113197658,25.121699269960903,1.9497597982650692,2.638967633409186,1.4908688882464822,0.503408913957112
1443.4426338820076,44.27414813913118,3.4230874480651057,3.6233700566702884,1.8962544307951568,0.8292179673935789
1460.4123071599054,14.759374485885065,1.5105103135844997,2.5607162551409575,1.3567809470324463,0.39674014563295307
1458.0607633035663,14.054181330198277,1.4549079802998253,2.587094037523811,1.3602834930948606,0.3816115970608503
1468.2081916070892,13.0160743440525,1.3699771079480358,2.170548265793895,1.2495693817101987,0.37370655907776645
1466.6271646291425,18.849793863954,1.5370608534155432,2.1841185794929134,1.3292441727447615,0.40869156379657234
1439.5162672042343,14.656824173041604,1.603171900943749,3.097511892485779,1.5693379753708512,0.39228305610130276
1455.0824974807736,33.19913745705226,2.315401376634015,2.8093789786123504,1.5847619959020458,0.5827851734998124
1444.3905221331938,43.38322284684527,3.1111339569234646,3.3390308927965764,1.7879430146053161,0.7569806594615109
1462.0618760624466,22.163504869668692,1.7433829077585428,2.4500768031549076,1.4168946403355613,0.4562708525228647
1466.2523573522828,21.288817148908176,1.6555867596678229,2.2685662480570676,1.3622730566790873,0.4371783536804074
1472.7644415777725,10.567340047060679,1.3101713184369663,2.0026623377601505,1.2186551109929322,0.3610031972584147
1458.37248711364,21.94252616028222,1.8322306378063484,2.6697794904301024,1.4834056552621908,0.4766671395898893
1471.6004176165222,16.07017727809096,1.4833857789277332,2.095218762700878,1.289971731311494,0.40110655951894575
1444.2162779021673,41.32519172821384,3.023191325572276,3.3391514871572197,1.7927702144886244,0.7374744930883466
1459.3722620198575,26.196564769288088,1.89732057715407,2.5202609515153855,1.4649960155908088,0.4892881847625543
1470.1946838322426,11.959655062297632,1.379043765148504,2.165131123806248,1.2332162072806783,0.3773807219798182
1462.1437987129273,11.83219564289663,1.318893438405631,2.383800146044778,1.256927197855304,0.3489656125110442
1466.1072031989536,17.49671452500759,1.5292402156270388,2.2617338390307986,1.3271666447242088,0.40850299425733033
1446.3449401219073,38.4102338298534,2.7288360543578025,3.1350800178539795,1.7168957908288947,0.6714812356035778
1463.2534417705417,14.052054746556603,1.4701480869614927,2.452521386099397,1.314237404769126,0.3905496352946402
1464.7212879504286,13.10866548074218,1.4242050272406475,2.384420843325215,1.2801000984525701,0.38012218150601923
1460.8006029933033,22.886276290453775,1.7113283862940916,2.3820341287058144,1.4100121152962803,0.4462117310720959
1438.874701085925,45.71861559946445,3.281661438300445,3.4256960730163946,1.8117361092522448,0.7909747164413702
1458.8358945357088,32.63748884986901,2.006751392431646,2.3855667674698244,1.4494120113484283,0.5113119863425266
1459.6748865605107,24.120772278202626,1.9799477682880542,2.7404452772005117,1.5156290957795202,0.5104933784554752
1439.2878751031978,19.23743160866918,2.0382414408473055,3.3958848562727812,1.6975435872484723,0.49102508316075927
1471.8510204177355,10.49227506733163,1.2804329874909015,1.9898667805765817,1.2117418870682974,0.35231599138543396
1446.696718701579,22.12202795118623,2.2161201877875096,3.3888921053677383,1.7257664100120864,0.5467233636937273
