repL,impL,gsqr11,gsqr22,gsqr33,gsqr44
1415.8983527807761,70.04524274710354,3.042752346072072,1.9155407585518358,0.6314169676471996,0.7293931858959584
1400.1480502142063,29.250361113942944,3.0968485188747814,2.8984147978598105,1.0321720090575779,0.6984557874209371
1390.180624275342,16.237194898236528,3.238094330786203,3.0025162836130677,0.9858039935110391,0.7147420116965303
1398.655245524904,28.132609136894917,3.021515899132086,2.7440330742161843,0.9422976391869484,0.6804641540303046
1414.100231970764,28.268432623313437,3.4136814176180557,4.044080828718391,1.7349882136138748,0.7700199874173795
1411.7687075146084,59.33387497526118,3.103610057755935,2.13567609972149,0.7104217974448405,0.735822048225295
1411.9115122274031,64.57510908863755,3.116204190824701,2.0738801431071248,0.7005734295932922,0.7406935055804554
1391.6129602451388,25.978733413442406,2.999939600452916,2.239517499118093,0.6031878590482301,0.6832298599118313
1369.2728236259272,2.0115909178186966e-9,3.5094518498877214,2.8970902294825156,0.7748502296269703,0.7351159264868024
1416.1670148602168,79.51390817174574,3.230900040686022,2.142413912865332,0.8884590218854359,0.7615696773361235
1399.9507391730076,24.090125181592523,3.0246278194855662,3.128629923722798,1.1736095628463032,0.6710398101129815
1408.8402396822505,25.742174215707426,3.2110870507640743,3.8004363847381035,1.5926884254144764,0.7173601722886673
1392.0723152226967,21.053177816211075,3.093964546080498,2.7385009598129697,0.8783546737479576,0.6903798411309295
1387.0544073865947,7.051948482856776,4.184839447357945,3.8024958681046015,1.1950103362238618,0.9125474505747827
1371.929926272245,1.9495284572660157e-8,3.7247560068251127,2.780652073914484,0.6491675969175805,0.795913271755526
1398.4283825040936,32.91131054103186,3.1010729141037254,2.630230345945355,0.8717902685055496,0.7075160488379358
1371.1741755119224,2.33171258519284e-12,3.437680806998817,2.8017857367529,0.7415628342189095,0.7214077652633236
1407.028191146326,25.93704026834476,3.253542234922378,3.764793928026042,1.5548467496173068,0.7277614543240022
1391.5007575227978,17.441902649159594,3.16923863395737,3.020679384443867,1.0221045461926397,0.6991500190155607
1396.6186778791869,32.36626852711199,2.8823828406327765,2.1016211808338223,0.5746688196279902,0.663201930305194
1414.4279911819085,68.16791202110623,3.0421990288739025,1.9280427356772176,0.6281644912682672,0.7281958638206563
1388.7324785528594,16.88872401348492,3.2352037726893412,2.683890700969787,0.7870101392776081,0.7213476540896724
1402.441499666572,24.234824519167418,3.175648687476828,3.557469150037193,1.417532596336782,0.7067572976949849
1409.7012663635167,55.148305705689815,3.045504181509263,2.1029115168398462,0.6686431912001704,0.7205529336403851
1410.1056064650388,55.56825165865023,3.0157155343689066,2.050806612805087,0.6401802394918618,0.714823830982416
1385.7752739638506,6.013902633626118,4.788471690206212,4.414842808098368,1.4007226805902597,1.0480971565715576
1407.8458856080958,23.740924326530493,3.2247334700226915,4.0130461744447885,1.7119025183491188,0.7205441518795043
1375.8440807533202,1.9034684281835426e-6,3.6973819359377194,3.7090492345885098,1.2366724084294813,0.7655142465008273
1403.3643369690758,34.74197061642884,3.0780147445485584,2.693059613943213,0.9367522844565364,0.7025656300803748
1421.4703574462717,67.52826827150668,3.472208650388705,2.606464394579565,1.1123753381240638,0.8191092690517694
1367.316369552286,6.826042886449524e-11,3.40875342881611,2.501576334509034,0.555552077493639,0.7209563739234282
1419.0275095594072,57.390660665729285,3.5586994912357217,2.8399177751453304,1.1415057465062088,0.8374375338024644
1397.8624630980837,34.133169718560936,2.8894479380754485,2.1200451403064497,0.5935133366453683,0.6661163247324723
1405.3222807254292,45.797652996300556,3.0365750692787583,2.2502127486766406,0.7129268397240776,0.7094432284816046
1407.3482367114418,49.93220712993357,2.985747407723661,2.0889369434808165,0.6379683092878232,0.7033098167186707
1397.6454204538825,22.693976029183357,3.1838683701457318,3.3736827346915073,1.2771785127598685,0.7077668033220138
1396.4058598113675,28.118678986224534,2.8663758918530906,2.2463638502736853,0.6560652212745678,0.6513525956633919
1386.2412456190762,9.427527175263307,3.782781676948422,2.8285331262986895,0.7067530057929162,0.8428956831992793
1392.3715997156378,25.27683185564827,2.925766600080757,2.1371283128078544,0.555812945586034,0.6664415194637426
1402.5443856502136,32.04361528232186,3.177691242854216,2.9744231603442595,1.0822516725431133,0.7208097043079372
1414.6807090963425,51.45434761030764,3.6129610756753223,3.0167782866395694,1.191171471132883,0.8449094326939693
1417.8990121495103,65.95268555501607,3.3259797867673093,2.395339119029947,0.9307979029608949,0.7869416979453675
1411.65561639726,57.19704669017288,3.0757061149164366,2.131343237415621,0.6976682451027109,0.7286619757313094
