a1,a2,fϕ,f,redχ2
-1.2691141163003894,-2.057803052033042,92.95593869668252,1.149829012198481,1.9232740861449655
-2.2891141163003894,-2.077803052033042,92.65593869668253,1.1698290121984811,1.7033109581773311
-2.3491141163003895,-2.1478030520330424,92.71593869668253,1.149829012198481,2.212436496554292
-1.5091141163003896,-1.9478030520330423,93.35593869668253,1.119829012198481,1.765928295845479
-0.6191141163003895,-1.8978030520330422,93.27593869668252,1.1598290121984811,2.490978798623161
-0.7791141163003896,-1.8478030520330422,92.67593869668252,1.1798290121984811,2.471532337441776
-0.9391141163003893,-1.8878030520330422,92.82593869668253,1.149829012198481,2.202572076467536
-2.6791141163003895,-2.017803052033042,92.73593869668252,1.139829012198481,2.7337845256853126
-2.3591141163003897,-1.9778030520330423,93.23593869668252,1.129829012198481,1.8571295646362047
-0.6391141163003895,-1.9378030520330423,92.68593869668253,1.149829012198481,2.39064888208331
-2.2991141163003896,-1.8678030520330422,93.42593869668252,1.129829012198481,1.5310528090545679
-0.7091141163003893,-1.8678030520330422,92.57593869668253,1.129829012198481,2.344872111415438
-1.4491141163003896,-1.8878030520330422,92.71593869668253,1.119829012198481,1.7843952065618618
-0.45911411630038934,-2.1578030520330422,92.86593869668252,1.149829012198481,2.4756788647300136
-0.6691141163003893,-1.9778030520330423,93.08593869668252,1.139829012198481,2.3367894143840475
-2.2491141163003894,-1.8778030520330422,92.98593869668252,1.129829012198481,1.5497302755728377
-1.3791141163003895,-2.0278030520330423,93.02593869668252,1.129829012198481,1.873984331033057
-1.5991141163003895,-2.0078030520330423,92.72593869668252,1.139829012198481,1.7394445731591843
-1.8191141163003894,-1.8878030520330422,93.26593869668253,1.1798290121984811,1.5103944495611281
-0.4891141163003896,-2.117803052033042,93.25593869668252,1.1698290121984811,2.4481381095817167
-0.8091141163003894,-2.0078030520330423,93.29593869668253,1.149829012198481,2.240465662673633
-1.9391141163003895,-2.037803052033042,92.71593869668253,1.149829012198481,1.6500420485032181
-2.01911411630039,-2.017803052033042,93.30593869668252,1.129829012198481,1.6932483323799128
-0.6291141163003893,-2.037803052033042,92.73593869668252,1.1598290121984811,2.360448181555809
-0.9491141163003896,-1.9978030520330423,93.36593869668252,1.149829012198481,2.143119984922048
-0.7491141163003894,-2.1278030520330424,93.21593869668253,1.129829012198481,2.2993844559680383
-1.0591141163003894,-2.017803052033042,92.73593869668252,1.1798290121984811,2.0816739152191555
-0.8891141163003895,-1.8678030520330422,93.29593869668253,1.1598290121984811,2.308168394842579
-0.6291141163003893,-2.1478030520330424,93.04593869668253,1.119829012198481,2.41291785516851
-1.9891141163003896,-2.0278030520330423,93.42593869668252,1.149829012198481,1.5864164793145334
-2.4891141163003896,-1.8978030520330422,93.24593869668253,1.1698290121984811,1.4738856848014472
-2.4691141163003896,-1.8678030520330422,93.35593869668253,1.1598290121984811,1.4732130620056827
-1.2591141163003896,-2.1078030520330424,93.25593869668252,1.1798290121984811,3.1239262901800955
-1.0891141163003897,-2.117803052033042,93.25593869668252,1.149829012198481,2.0549064800532597
-0.9491141163003896,-1.8578030520330422,92.88593869668252,1.119829012198481,2.1558738524824563
-2.4791141163003894,-1.9878030520330423,92.87593869668252,1.1598290121984811,1.7795267307838893
-0.8991141163003893,-2.057803052033042,92.66593869668252,1.129829012198481,2.1769904179302744
-1.8491141163003895,-2.1578030520330422,93.39593869668252,1.1598290121984811,1.7616216605987363
-1.3591141163003895,-1.9878030520330423,92.89593869668252,1.149829012198481,1.8479495499055074
-2.4891141163003896,-1.9478030520330423,92.89593869668252,1.129829012198481,2.0622537877366427
-2.7791141163003896,-1.8678030520330422,93.15593869668253,1.129829012198481,2.7068694488847203
-2.6791141163003895,-1.9878030520330423,92.59593869668252,1.1798290121984811,1.9817571365478093
-0.8591141163003897,-2.1578030520330422,93.15593869668253,1.1698290121984811,2.2007672091486365
-2.8691141163003895,-2.0478030520330424,93.19593869668252,1.1698290121984811,2.8646503423952905
-2.7491141163003894,-1.9078030520330422,92.86593869668252,1.1798290121984811,1.9224062613805812
-0.8791141163003893,-1.8978030520330422,92.65593869668253,1.149829012198481,2.237714573090773
-2.5991141163003895,-1.9078030520330422,93.08593869668252,1.119829012198481,2.355867348300137
-2.5591141163003894,-1.9478030520330423,93.06593869668252,1.129829012198481,2.2058669668520623
-2.9391141163003898,-1.9978030520330423,92.93593869668253,1.1698290121984811,3.0773751857185685
-0.9591141163003893,-1.9078030520330422,92.65593869668253,1.149829012198481,2.1673140268338766
-0.46911411630038957,-1.9878030520330423,93.05593869668252,1.1598290121984811,2.5066791995722344
-2.5591141163003894,-2.0878030520330424,93.36593869668252,1.119829012198481,2.8594974848817145
-0.8791141163003893,-2.137803052033042,92.99593869668253,1.139829012198481,2.213900501755291
-0.46911411630038957,-2.077803052033042,93.26593869668253,1.129829012198481,2.4551356355160006
-2.3191141163003897,-2.017803052033042,92.72593869668252,1.149829012198481,1.765569056701611
-2.1291141163003893,-2.117803052033042,93.35593869668253,1.129829012198481,1.9941019673119684
-2.3891141163003895,-2.0678030520330424,93.15593869668253,1.1698290121984811,1.7132937427965222
-1.2591141163003896,-1.9878030520330423,92.68593869668253,1.1698290121984811,1.9257612371414632
-2.3191141163003897,-2.037803052033042,92.73593869668252,1.1698290121984811,1.6268944878636304
-0.42911411630038954,-1.8478030520330422,93.42593869668252,1.1698290121984811,2.750889048538485
-0.4391141163003893,-2.117803052033042,93.31593869668252,1.139829012198481,2.478227132685835
-0.7091141163003893,-2.137803052033042,93.03593869668252,1.1698290121984811,2.298244306258172
-1.8491141163003895,-1.9078030520330422,92.77593869668252,1.1698290121984811,2.977846086142901
-0.6491141163003893,-2.1578030520330422,93.14593869668252,1.119829012198481,2.407608953729623
-1.6991141163003896,-2.117803052033042,93.21593869668253,1.1598290121984811,1.7341960724147105
-2.5691141163003897,-1.9178030520330422,92.66593869668252,1.1598290121984811,1.807417550598398
-2.6291141163003893,-2.017803052033042,92.57593869668253,1.139829012198481,2.5935585837708093
-1.7791141163003894,-1.8978030520330422,93.26593869668253,1.149829012198481,1.5497964030300688
-2.5691141163003897,-2.1078030520330424,92.67593869668252,1.1598290121984811,2.378695686658211
-2.0691141163003897,-1.8478030520330422,92.94593869668252,1.139829012198481,1.4210299826482697
-2.1791141163003895,-2.0078030520330423,93.32593869668253,1.139829012198481,1.6547632962800172
-1.3791141163003895,-1.9978030520330423,92.70593869668252,1.119829012198481,1.8817473736672143
-2.4491141163003896,-2.1278030520330424,92.65593869668253,1.139829012198481,2.5046290676595806
-2.7491141163003894,-1.9878030520330423,92.69593869668252,1.1598290121984811,2.50290491582308
-1.1591141163003895,-2.1278030520330424,93.37593869668252,1.1598290121984811,2.0030307725851966
-2.7791141163003896,-1.8478030520330422,92.97593869668252,1.1798290121984811,1.861185805222781
-2.8191141163003897,-1.9278030520330423,93.42593869668252,1.1598290121984811,2.4060360066027173
-0.6491141163003893,-1.8878030520330422,92.73593869668252,1.139829012198481,2.401499030571877
-0.8191141163003897,-1.8678030520330422,93.10593869668253,1.1798290121984811,2.4316798544873306
-1.5691141163003894,-2.017803052033042,93.02593869668252,1.119829012198481,1.8126171263681052
-0.4391141163003893,-1.9378030520330423,92.92593869668252,1.149829012198481,2.5412570389420903
-1.4291141163003895,-2.1078030520330424,93.26593869668253,1.1798290121984811,1.8104429493091516
-1.0691141163003897,-2.0678030520330424,93.38593869668252,1.1598290121984811,2.051165174852859
-0.6091141163003897,-2.037803052033042,92.79593869668253,1.149829012198481,2.3655741571423223
-2.7291141163003894,-1.9578030520330423,93.19593869668252,1.119829012198481,3.0081427968300662
-1.2791141163003894,-1.9178030520330422,92.74593869668253,1.1598290121984811,1.9229590101351492
-0.5291141163003896,-2.117803052033042,92.62593869668252,1.149829012198481,2.419783628393763
-2.3691141163003895,-1.9778030520330423,93.22593869668252,1.119829012198481,1.9930402033203019
-2.4491141163003896,-1.9778030520330423,92.84593869668252,1.1798290121984811,1.52772220653835
