repH,impH
1466.4465764959407,9.279702469092284
1462.2455072342925,23.46222438741631
1466.137897281909,21.23897316405726
1465.4121563147194,21.584023660374687
1448.513923652376,34.388274788992945
1467.1756719233126,24.082031255658016
1465.3652319298199,12.077897657791647
1463.3634204058615,11.739283816611245
1472.043993556994,10.181384986917982
1471.6205402188004,16.24196726253163
1447.9873060314007,14.267472779902882
1460.5546824144374,28.810811067137188
1449.2692927629457,35.34638294708532
1467.1826774089336,19.148689274904495
1476.8445888573651,6.206498422449268
1471.220692479034,18.482885440424973
1476.6095423259085,7.51369720413411
1463.8821355357998,18.681080903062632
1476.1853118828697,13.197229075107996
1449.7358089247275,33.84344582978948
1464.808781842303,23.009632039909345
1465.6577800441721,24.80129631252698
1473.6183085390087,8.890572988703715
1466.4561558366283,9.3859844405809
1470.7083162974227,14.714677617729858
1452.126609688975,32.397359506740976
1467.6263694137872,11.188997534478538
1468.7493730556755,10.20165712063715
1466.2145309248717,20.156690711681133
1443.3105485094864,36.12809585801136
1464.4062942777675,29.681265548934448
1465.0540824398022,20.420569439368148
1448.7444344297223,18.292857994099563
1475.7400800520952,7.534871643147512
1466.3362695598082,23.65143737214634
1455.1554738574664,19.37662125844719
1473.002773128695,9.695739831706094
1467.7647366875376,13.240134461883281
1469.7529411160488,10.497405491638421
1454.7328912504936,29.185884883951687
1474.2892977041508,11.709091789752827
1477.234976044886,5.447284234684916
1474.8931050982264,7.478517535333394
1460.4976817506706,23.737296532403416
1454.5945837534855,20.396785954419606
1470.3043739352713,16.395502995479223
1456.4518596648288,15.93295491555048
1466.8643265713995,11.7472181857337
1472.3122779103583,13.096236647022742
1463.245153204506,15.385175308595876
1463.7322480990224,20.98424826321815
1472.5133066215087,11.773328776656705
1474.210271452913,14.33791681008417
1450.8396834788357,35.69100935532651
1465.6017303496676,16.391927349443982
1457.897519844702,24.246451347809263
1447.5321332747992,30.681970999215253
1462.9312187017247,25.70135166406401
1462.5475193583968,26.25369211062331
1456.9672212236328,18.991660877342934
1465.9200078124595,12.636478630645588
1463.363506993378,30.155973014741434
1461.036243526218,16.36263186301059
1465.26380360729,22.586240429411085
1461.7133089294034,12.37148675611656
1455.5651434441081,15.99670108261486
1463.0269230007386,15.207628660179413
1475.5853033674305,14.547653815014987
1442.3089381603309,16.085142564175065
1466.852546531881,19.299118637965048
1451.6534725327817,36.57898927051236
1470.4154983378257,12.055992636236509
1461.934548758309,15.054099409894791
1459.032912052874,32.321272134050574
1464.0204053675932,29.237833522553434
1468.4947802783422,22.543057531741802
1454.8482571268237,13.092258532605124
1455.4556795558967,14.716315592399432
1461.6004702566397,21.931279181108675
1476.067187115022,10.4524394169198
1467.5349724338598,8.250483780688917
1462.7231078837385,16.616668839489357
1474.2025026778695,10.115113139227105
1461.972904349125,18.20053701705151
1472.6515442199848,11.59426075781253
1462.3529424765038,28.295703363867833
1465.384296030989,8.920738179000129
1445.3158700251377,30.942291808729816
1472.2163723771287,19.135158907778248
1456.6479751132906,21.37876984199055
1470.138909416988,11.325012394006619
1472.8759549616434,11.566876352779929
1463.0776314160453,11.7963992835207
1451.8055792011512,26.11007348377854
1434.2862111942857,33.3554228449767
1474.9677487655852,10.745184481179118
1467.3547199552145,17.362264505701464
1450.7181895030142,25.280888852554735
1455.240183334691,21.060367682163562
1448.724080111984,26.442035396986814
1469.7716787938032,18.33231065562206
1463.9113752652117,8.850184501479829
1470.3055269965384,14.704383133480855
1475.4935845402867,13.060623943541236
1454.825480387199,16.68935178597583
1463.0525093452,29.360762672906173
1468.8247482180025,21.500372652605556
1469.2033436635206,15.0550474031315
1466.0939182038428,14.823841747835472
1471.3957090516308,13.340102715967065
1467.631083165154,17.1050459310295
1472.0388588855135,21.82234030457176
1467.4077305618096,13.747793952662974
1468.6311158827,12.69455309699329
1476.8778842883974,6.794646742785279
1471.5766951546195,14.083489808466972
1472.1578760981924,22.205754699599275
1471.1535552291,16.84009066813036
1476.2328452437132,8.40955919267639
1458.0631837325463,29.438247905691753
1463.9983301370967,9.362206146431614
1457.773533297553,12.093410901416226
1457.6200815635802,20.899614369604535
1466.7096239029884,15.574483248989909
1462.6369064100434,19.339484310898968
1440.8373290754653,35.989922646898876
1472.3473092877632,16.069699357623158
1467.6602047360182,11.726267572528862
1464.1760569406904,9.903000732350545
1464.3890213175814,20.985512844021358
1469.897273294451,14.184514935302158
1447.097129799773,14.72135731081432
1465.295404709197,12.981572464232856
1474.3963548709205,14.977893463369822
1468.386690095671,18.879222690226108
1458.671497512131,23.72917212913221
1473.540531818078,17.159826245058024
1452.8738654029833,28.60845764445751
1459.504432525608,12.086852750327752
1441.8105532108739,35.54816306734335
1459.613953793181,28.592440492958364
1470.9606943738245,16.65901599494122
1453.2027758224926,20.20182328576742
1464.3904922184465,12.195135344279363
1460.2982782155693,23.450094532617726
1474.6966278539214,10.581652630055554
1476.9582774875353,7.378208265085347
1461.7527200185862,12.384533387926345
1448.0300980751608,22.52579520949091
1470.9044618729758,22.162121945396276
1469.6089384759334,16.934568365953943
1469.6111846951892,12.028931490632125
1458.2061400618306,17.607283266318333
1465.5609312510314,25.383102024099866
1475.6229982401037,9.752563347287099
1452.9904221240502,27.265372500706476
1433.9240532124186,25.01342265930408
1448.9646240599568,26.696087474877878
1455.9013201010482,18.920759512850857
