lv1,lv2,lv3,lv4
1388.6265037576998,1449.583938610993,1501.564190085475,NaN
1385.4382930155252,1440.1799679699795,1511.5565810561643,NaN
1384.084225220589,1439.541707807423,1511.1551455761778,NaN
1385.2981740471885,1441.268322653989,1511.7089266235917,NaN
1386.40995391784,1437.2405285666093,1511.710522993601,NaN
1382.0075297242813,1435.09326242465,1510.3695389737466,NaN
1387.746698128161,1447.399433656021,1553.2580554268663,NaN
1387.9776891078945,1446.786837088454,1501.20084788178,NaN
1384.6064958362117,1446.4750015875245,1512.2195014220533,NaN
1382.5940577388428,1440.3842423938063,1511.1511918586305,NaN
1388.2995761495881,1439.3764613587032,1502.8428460804985,NaN
1385.2703444791748,1438.1166114090142,1511.3726648267448,NaN
1385.9916022754542,1436.1858590285278,1511.386904802853,NaN
1384.4303218043517,1441.1277787078636,1511.4258603144688,NaN
1382.933048845136,1446.60625474075,1512.3329197556573,NaN
1383.4487995768663,1440.5707884258338,1511.3526395601377,NaN
1382.5728531698087,1445.3739926765586,1512.0859807462043,NaN
1385.4673593567668,1442.0206882702814,1511.6662074455444,NaN
1382.5878474125577,1442.2097657736379,1511.6659770828987,NaN
1385.8204207986914,1436.029958582386,1511.2465260155357,NaN
1384.2609795253804,1438.9027511373786,1511.1168762713658,NaN
1381.673961292049,1433.9643323746648,1510.140689600723,NaN
1385.3818055236552,1448.3278303133036,1512.801983091319,NaN
1388.4461784242944,1449.379429665935,1501.3723951280977,NaN
1383.9242041594273,1443.0074825573497,1511.6235662989784,NaN
1385.4257535873423,1435.8214911780829,1511.0416379725514,NaN
1387.4784324269147,1448.2917830570732,1553.3202475317673,NaN
1387.5684328040797,1449.167396758589,1553.3755011143585,NaN
1383.3991058722934,1438.8884553244209,1510.890131893705,NaN
1385.8140164814708,1434.496782495222,1511.031584967413,NaN
1383.2702861862128,1434.6909993735417,1510.5708189602117,NaN
1385.946271618301,1442.5933192762752,1512.0627144794917,NaN
1387.832350624224,1439.8742756676534,1502.0168512429636,NaN
1382.2887592870634,1445.0644782710476,1511.9267920378113,NaN
1381.934997356507,1435.0216414777676,1510.2978981955555,NaN
1387.5558428596917,1442.012531512526,1506.1459114195252,NaN
1385.5791012658117,1448.088931473862,1512.7889882526583,NaN
1386.6825830029002,1446.672938217036,1512.7168427681531,NaN
1387.10596873212,1448.8570890867302,1513.2152646379602,NaN
1384.9803079123699,1436.0699392239867,1510.8504442710278,NaN
1385.13945737373,1446.6512327622474,1512.6215317324222,NaN
1383.266441442201,1447.4391127771737,1512.5442587943103,NaN
1384.6178403706228,1448.2019412887398,1512.6859463724716,NaN
1385.7069616780625,1440.1205755178396,1511.6009200729375,NaN
1387.053005168243,1440.9728897866635,1512.0710895865645,NaN
1383.1224415191,1440.9387800195434,1511.2221585742361,NaN
1388.0087489867644,1443.1885210850214,1501.7155043866176,NaN
1387.6773244676647,1448.042842991087,1553.2977698170962,NaN
1384.157102975131,1444.372600970621,1511.9303466364368,NaN
1386.3836843857848,1444.0204618860887,1512.0793305811699,NaN
1386.2255877108169,1442.5441560663135,1512.1434843069223,NaN
1382.9547365934372,1443.437827796873,1511.565379093889,NaN
1382.172965552656,1440.9420538325835,1511.3097557157491,NaN
1385.7429524634392,1435.8021811899587,1511.2552605073695,NaN
1386.277963310852,1444.4182271592886,1512.2745088058532,NaN
1385.8768850166239,1439.589281249858,1511.5442460297081,NaN
1386.00400178165,1436.3013758380664,1511.244401610711,NaN
1383.6418520453526,1436.475302409842,1510.6761260048406,NaN
1384.8533346831207,1438.4270615090102,1511.2486676107994,NaN
1387.5299098820437,1442.6684369163168,1512.5538033432538,NaN
1386.8428263108485,1446.4133920971187,1512.5834889956432,NaN
1383.7710770478225,1435.3131930684408,1510.7274007403619,NaN
1387.5531658827376,1444.5249718693594,1553.0774046953159,NaN
1383.278208012288,1437.5017951495947,1510.7276923247728,NaN
1388.555224330713,1446.501237479278,1501.9265644922411,NaN
1387.6455952557362,1442.3018059251494,1501.473651605436,NaN
1386.2986240785176,1443.8711558392731,1511.9999997903612,NaN
1382.074759491515,1440.698824857908,1511.3724889006544,NaN
1388.1710806906158,1437.3205918401893,1502.8737655561201,NaN
1383.361659234034,1439.3301468019654,1510.9436772610236,NaN
1385.2828113279463,1434.6563097027763,1510.958685691484,NaN
1385.9197771797553,1446.9147014189139,1512.5919668773995,NaN
1386.5433658128636,1443.7838386556705,1512.0318763445596,NaN
1384.6683166633452,1435.6689109246474,1510.9291372040018,NaN
1384.4057803655473,1436.9750761310088,1511.0932266707143,NaN
1382.3927386553146,1436.6236121508723,1510.6330082212016,NaN
1388.13789718864,1442.4075994804557,1502.2586736361898,NaN
1388.6329942801005,1443.4724485831264,1502.4356308160711,NaN
1385.1625069481163,1439.9446604817522,1511.337213734021,NaN
1384.2066015020066,1446.0535971667543,1512.4335695046316,NaN
1388.5546185341564,1450.3816198313339,1501.3710861393145,NaN
1386.2310221764235,1443.3095836414127,1511.969069006485,NaN
1383.6866002399308,1445.4761607724533,1512.077631588107,NaN
1386.8188849429757,1443.5351780303056,1512.3420049116778,NaN
1386.0349656669332,1447.7168425354164,1512.9182122455077,NaN
1384.7200469990644,1437.5460417506458,1511.1600526704017,NaN
1388.587785272367,1449.0689544435545,1501.742198540063,NaN
1386.8621845262599,1437.9468643676987,1511.973952914309,NaN
1382.9395543693302,1439.5596051739717,1511.211577010618,NaN
1386.4025415887816,1440.5462294015913,1511.7454252557543,NaN
1385.2077869064353,1446.2927430753239,1512.2241866136226,NaN
1382.5375284566885,1443.0051125505518,1511.473300795235,NaN
1387.8397657833254,1446.482587111512,1501.0958853649252,NaN
1386.314452814465,1438.4189606001937,1511.5608331270519,NaN
1386.1781304193403,1434.1648278524056,1511.1140275485723,NaN
1384.629485724718,1446.4668603927853,1512.4979821244483,NaN
1385.6251813941374,1443.6568390063537,1512.0650437200761,NaN
1386.204660816866,1437.9394709920641,1511.3894336852454,NaN
1386.3957957859843,1440.0830572840068,1511.6316768716642,NaN
1386.590050750519,1438.107561917837,1511.6641224270907,NaN
1383.719049525076,1440.8555792469347,1511.3485482797455,NaN
1388.8097757371681,1448.4134478299181,1502.2317017780456,NaN
1381.0773343339488,1438.8901088328737,1510.6628044227855,NaN
1383.690468733272,1443.9464586512058,1512.027350702082,NaN
1387.1819150557076,1441.3458157050006,1511.9431652193343,NaN
1382.5451098933886,1433.195702336372,1510.1947888422828,NaN
1384.4620928762347,1440.5984945672737,1511.5391472788174,NaN
1385.0852565265966,1444.2150164267628,1511.9839761441117,NaN
1385.442879994469,1443.9585079882618,1511.8455501304568,NaN
1383.5999154778833,1443.3485683517729,1511.614300024982,NaN
1384.4606181844572,1442.0964323786745,1511.5089242568647,NaN
1382.6026377693058,1437.7432352646988,1510.9845401114608,NaN
1386.9199780350705,1446.6897980866365,1512.834821814014,NaN
1386.9950714699862,1447.5368268207797,1513.0137242471064,NaN
1383.1923463711898,1446.6129822360137,1512.3744860878494,NaN
1384.3213213433212,1444.0167797217234,1511.8917150152952,NaN
1383.5565791081642,1439.2315650816522,1511.3618465012676,NaN
1383.6524212679244,1441.6457783429332,1511.4817804972947,NaN
1383.8902707546986,1446.7017743993235,1512.45324470085,NaN
1385.2101589381696,1437.2897756338923,1511.1884285626625,NaN
1388.890771868408,1448.4594162418857,1502.2307930055256,NaN
1388.4165676726518,1444.2296241104384,1502.3109435332926,NaN
1385.9046115602957,1440.1356965575112,1511.4587945296719,NaN
1386.7361981359797,1445.6521779131715,1512.6678465216094,NaN
1385.33515873509,1441.2486030871346,1511.4921902948727,NaN
1386.2553736682876,1435.3819406123669,1511.3638548574402,NaN
1384.6993558174631,1443.7668213455245,1512.0689953291717,NaN
1387.1776810028402,1447.7709386457796,1512.9966899723697,NaN
1388.8499458466229,1448.4372022020468,1502.1007326466806,NaN
1386.6064603923335,1443.3557036909294,1512.4617208379095,NaN
1385.1402451336155,1444.8201181668937,1512.097095894157,NaN
1388.1339524383975,1438.8660526399829,1502.7252128118212,NaN
1387.6502160876648,1447.032030712588,1553.2331976134087,NaN
1382.1502297445666,1440.5643402880135,1511.2831906067142,NaN
1384.3792430341036,1441.4075829962137,1511.5080984422825,NaN
1385.9966917847553,1440.121856145157,1511.6665640102278,NaN
1383.6908766725069,1441.8243874302514,1511.6842985222165,NaN
1386.0171056134086,1437.8468579675475,1511.449993853293,NaN
1388.6144328455375,1445.3987580706507,1502.284941373205,NaN
1386.4293343687054,1436.0779381045863,1511.5532010326071,NaN
1386.2942133695026,1440.0493966554284,1512.0280298810205,NaN
1384.0773208064657,1442.3524142480535,1511.6475515895816,NaN
1386.6975293068801,1439.8904498895515,1511.6839420654794,NaN
1386.8075501129138,1445.8673881802135,1512.356436845918,NaN
1386.5944392583813,1441.7038868233008,1512.2043025523262,NaN
1384.6134801827077,1446.5143695304591,1512.4736856657478,NaN
1382.0593379804125,1444.6983366424486,1511.9627564624252,NaN
1387.8132470441458,1445.691320249363,1501.2051879757257,NaN
1386.7829969314446,1438.2241182576477,1511.6138968780895,NaN
1383.500288157098,1439.0030523047055,1511.2463241058356,NaN
1382.0104695417917,1438.9031395988497,1510.7722973820655,NaN
1384.3730115392002,1444.7692007443777,1511.7857892220056,NaN
1387.767179058379,1443.572160298459,1501.2313240386425,NaN
1381.6846856207499,1433.7139448671564,1510.1246750652215,NaN
1383.4412634952066,1445.3509250148252,1512.137410098359,NaN
1385.7443722442472,1437.4830240760814,1511.2241520671566,NaN
1386.6918958535541,1434.5290119522488,1511.35854569721,NaN
1386.8140164374927,1438.6515461080396,1511.8893655091226,NaN
1386.7375560960759,1441.0520714190807,1511.8266025384992,NaN
1388.205511825234,1446.193843057489,1501.6124905752804,NaN
1382.8816599700938,1444.5486515484158,1511.7399387268558,NaN
1386.4291083807673,1446.4970760119174,1512.6328154009466,NaN
1383.2798286040672,1447.2059452804244,1512.437348825597,NaN
1387.2043621130038,1439.05671613778,1511.9886152768693,NaN
1384.292984511873,1441.9404501741278,1511.5800173866874,NaN
1386.7738683910998,1442.6189650131755,1511.9246965422637,NaN
1383.4085795208364,1440.5750466029529,1511.0840616830692,NaN
1382.454583960502,1440.1892799257625,1511.3725653162874,NaN
1387.7372127384974,1445.7684691658399,1501.2377228897476,NaN
1386.1757792712601,1437.9811232689651,1511.5490656486506,NaN
1384.6007776353201,1444.103066022571,1512.0710716805934,NaN
1387.402510488407,1445.7392236718447,1553.1797987893199,NaN
1384.5400140719107,1441.5084973497678,1511.8063775848063,NaN
1383.8888924859466,1439.8427431185394,1511.4343527493684,NaN
1387.2890268838528,1443.2951737199671,1553.0088090302922,NaN
1385.497229051963,1436.1890638460634,1511.2108335607757,NaN
1382.9275264625949,1439.7050405817376,1511.1511363770583,NaN
1384.5379983951264,1440.893708405353,1511.2731979867724,NaN
1386.5143966744142,1436.8399813465587,1511.5872331215473,NaN
1382.1432964687665,1440.0777890274042,1511.2031798066348,NaN
1385.4396740600491,1436.7276273934856,1511.3436190362884,NaN
1382.8060418897612,1446.1246164144914,1512.2292212618538,NaN
1386.7876874883866,1440.305178030357,1511.8442530762209,NaN
1385.186543172701,1444.4875229572497,1511.9287812765606,NaN
1383.728986673853,1442.009960128594,1511.5696316451529,NaN
1387.244961731176,1441.485491494421,1512.2196039940804,NaN
1384.6809899884468,1444.7567274709177,1512.0016449781172,NaN
1385.5620709738346,1444.2559858524723,1512.023015349588,NaN
1383.4755717730718,1438.667134381392,1510.9407641922396,NaN
1383.525151831666,1446.4748387335374,1512.2700749144353,NaN
1386.1132911425084,1439.4491509119912,1511.8069141111555,NaN
1384.0451517059016,1440.4218353935637,1511.2950133765378,NaN
1382.1842521536514,1445.513359909683,1511.8776726734516,NaN
1385.6403365448014,1435.7910983941256,1511.2235146240434,NaN
1384.7116303245057,1435.0176124722595,1510.8678702980399,NaN
1386.5279221662483,1439.2158110611513,1511.751871791638,NaN
1385.430423668428,1440.4843450733913,1511.708819403486,NaN
1382.15685237125,1439.8097100182672,1511.0852194522633,NaN
1386.2066821335907,1441.1471863356944,1511.870107849146,NaN
1385.68792226733,1442.7040254668618,1512.0046423819165,NaN
1385.2703795359366,1443.9515598489847,1511.8521876558125,NaN
