repL,impL
1415.1880632907614,73.75194934981181
1400.954501794872,35.14703637382144
1391.5692986929535,22.21886421797356
1399.6315629661851,33.513564290930276
1416.1894636188715,40.3529970080792
1365.5246959251065,6.465593836010516e-7
1411.1438141758654,63.3771666802858
1411.0136348931505,68.43631084223821
1392.547417152213,30.14528847094424
1377.252867251579,4.6534735185458503e-8
1413.9328069822886,82.13114477407561
1401.531632437027,30.777960351082857
1411.3676563086094,36.19930841082903
1393.247460297913,26.339699049298297
1385.8696766754165,10.563382502533482
1388.6248719560979,14.614372894214842
1381.5122408698815,1.3418155978179875e-7
1398.8814730258248,38.04599969342071
1378.7102219247697,6.9443563166559155e-9
1408.9432099026774,35.9246943193647
1392.9387553767665,23.512451494678945
1361.0730249134847,4.7217850797658025e-12
1397.4995243136227,36.22257408124714
1413.7674487323577,71.90875038581683
1389.9336007619984,22.026102869598624
1404.1589644532123,32.92935351200417
1409.4452008298358,59.20245766248787
1409.9486599470658,59.55106467790157
1387.2294720013301,14.980435309384621
1411.1426068292058,36.08705135013761
1388.1804725712752,7.781464556531158
1403.8808178726545,40.036359793604355
1418.3068221889341,70.53336033509818
1373.3056527414672,3.329361366215429e-6
1364.1940708019213,1.1710110968236615e-6
1416.425978228151,61.93400563969006
1398.680389100493,38.0443116436858
1405.407182422992,50.10158511572403
1407.4596668847357,53.96241203439423
1398.983362087059,30.352288479572167
1397.4901771746026,32.14654055892707
1387.5130389390827,14.993142100931015
1393.4224855066109,29.160823815232614
1403.0049257387525,38.195451024941974
1412.2690661773288,56.69083398897881
1386.0661450072894,11.677112287765212
1415.900342657985,69.72652630518023
1411.2317096540216,61.272679829700856
1391.3657973709235,24.226849192900435
1402.7669424531075,49.602513633147055
1406.2169046598062,42.781249646333336
1384.899132741004,10.613594617849344
1370.2439461350762,2.1107203894421556e-8
1408.432699591238,33.47805019395988
1403.9261251054304,45.77668985399709
1404.4803091603692,40.6598326188502
1410.1216707927103,40.93986914834902
1389.4066964091187,15.967981745959248
1397.6726369644693,28.00023401652189
1415.712801402512,60.817277523508096
1404.8213322629863,54.03060688141449
1391.2213941081957,14.881034545241832
1413.242159531769,60.86187600716482
1386.990942175654,12.161117925333308
1416.601707264626,74.91710924150331
1411.9369518005924,66.97730806227703
1401.8082531393973,49.18089515227873
1369.4368161858054,8.646579728924762e-8
1419.2824244863598,81.69866713378907
1386.9562790730895,14.7455024771198
1403.8938600823049,28.886207942791913
1400.6016122275232,41.92506222686354
1402.9999330301282,52.48596524516449
1397.5691818191578,23.938456336013683
1395.4011943554556,21.59945261720582
1371.3781678792577,2.957503524062159e-13
1410.1860905579817,76.777559223833
1420.099491733681,78.47957347579481
1397.9569563875684,34.17488303084557
1392.5753553830502,23.415633592913906
1413.943683102789,72.73760061031457
1402.5811820772847,47.45647023456841
1388.894580753218,19.7799462339924
1408.786313499908,51.640873454518015
1402.395631244898,40.99442293459452
1397.2646684419926,25.624622347307774
1412.619787508771,75.75908857310097
1421.8439573510773,48.12796699942978
1386.3611505372407,5.647489488136717
1406.9859575873766,48.575370248917984
1395.3980515412898,36.485134020939235
1377.619256873375,2.3751766421746187e-6
1409.6513520011774,67.40178725539866
1409.998206902983,45.90484433393983
1419.5695866684148,43.89880050645772
1394.500974468216,27.786328059444514
1400.3983381953183,38.05979458227786
1408.308728192308,46.29642336148688
1406.4621876353156,49.69427587793152
1413.8665777591466,49.40060661118704
1389.6164450753265,18.409165405796262
1412.358710392775,80.4832173810308
1355.3471075397376,1.2930737904037759e-8
1390.1547079707964,17.78498525060321
1408.294120157417,62.19236917779516
1371.926500028306,1.3875924894372242e-12
1394.6896221034135,24.430366194864547
1396.255713964843,33.65246920377076
1396.9150341694603,39.30897559494021
1388.037965259457,18.917789237506327
1392.7173351150172,27.632254818711573
1376.0670407747991,4.5603594430072836e-7
1407.540696435817,52.006569765169296
1407.8713175072592,52.3176140986253
1387.1668499653765,13.882244692700974
1392.3030114925941,25.720541004763184
1390.1497852973635,13.618543773214695
1389.2957763140666,17.82633631628954
1390.5521570889864,21.169573567029776
1401.1373350952288,30.90506569573045
1414.6854998485474,80.20340692615075
1411.8142775336337,78.51505673067813
1402.2754378999953,43.965161298203626
1407.3501710138212,49.41654906423105
1397.9536877974126,37.108443152832365
1417.8647089004717,40.22355537597508
1395.5040624017047,27.54520162004267
1407.6718638528303,55.967881607165864
1415.9396292534877,78.5384668879385
1409.5973747341118,45.377156044452384
1396.4757127346645,34.19541095480941
1413.337206589944,80.25558406766417
1411.551434002666,61.47249123142367
1369.9846192001792,5.163109558282454e-7
1393.212417841111,25.391045683440442
1405.2844962237018,41.69639234273701
1390.3452809897137,16.940975685376525
1408.3459956207125,40.620240215805744
1414.960822970622,78.63474862660286
1419.6837771730493,41.58383320260677
1410.5199401497096,39.505021059105275
1391.542610246102,22.38057953724827
1408.2800237968543,54.60441706336639
1402.849949854539,55.77732766830941
1410.6949747313574,45.880862900545665
1394.2331591630577,27.929564793188447
1370.0272659907343,7.620038869689434e-7
1409.5284304583877,67.8258588821344
1412.3221369262776,55.7615438281346
1389.5594063810006,13.462841217706941
1365.8047763531092,1.2970430664834692e-12
1390.6265097216249,28.671405377242564
1416.4791518338725,63.648455481593224
1361.2530271229098,2.04680836420946e-12
1388.2786880817332,16.43436816147742
1404.9138748230991,39.39265661740452
1421.310929963531,58.0947808252636
1416.718281508844,50.826920730357074
1407.4305391382584,54.636919337013374
1412.5426666671187,71.98735557118938
1384.4785787750193,9.986699929626685
1403.9346380543877,47.23977694423468
1387.2726413118942,15.42424927181658
1416.8401263315652,59.9037755758915
1392.6291225036407,24.672602248484562
1404.6300444138087,56.188950783673874
1386.7470779620116,16.29867034689836
1374.928867860905,1.384975571868622e-8
1406.1105191795064,68.98967432362396
1410.2485398561764,41.937733261310115
1394.6443574241182,27.125198332293376
1405.6526470621293,63.679970262586146
1395.5462563495707,24.23408891208141
1391.752384587555,17.84159712130723
1412.6388468330406,57.6900582373491
1405.0879136991655,31.68086162639403
1385.9088569448927,6.257282116263502
1392.8526699347792,28.95666134187264
1417.3548992142378,46.33502244281513
1369.6988355614253,3.038807859205984e-8
1404.3175873652847,29.927233511080484
1385.2830263821259,8.261066425616159
1410.0697419701237,54.14806915921201
1395.7534579821377,36.084805676939325
1389.7925035427595,18.59328552605182
1413.3767776478044,58.94756348132445
1393.7389653407256,29.927331819870535
1398.6642761769212,39.11249320573297
1388.1480691811323,15.185987879322731
1388.199254166843,18.195432238181624
1408.6837866974697,39.1765340577113
1391.3096650968587,21.94430600071171
1370.8798795122843,2.3633039769425934e-7
1407.1523851718575,32.436418900234806
1398.1856716187358,23.8243874374549
1411.3797784972792,48.18308064323749
1401.5115700056047,33.42154624915935
1369.3282470390527,1.1004510414567605e-6
1406.3149980765693,43.97303591779448
1401.8077647038526,37.603544996103935
1396.3208239881137,36.990232691214445
1406.6390245493803,46.03157675355096
1410.547602464985,66.47753659285809
1392.5817728571992,25.201446037461494
1404.9477564131478,52.478021019287745
1418.3065438314968,69.63673131233644
1384.3037058200266,8.184572404849591
1377.5266203997553,7.465233018988122e-7
1384.6798385986037,9.58055916269647
1403.4660696766605,45.408915896197406
1382.9455376033545,0.2260224658072008
1399.9252424351532,43.9671568577853
1416.3974845918501,77.28791394661125
1408.8939717103929,71.30280097234935
1416.6672269911428,66.77924466965328
1416.1766204723858,78.38469703155553
1406.4684406513938,50.89169277826456
1361.9023836753427,2.9874909971451535e-6
1414.48896982239,53.92528925226421
1369.880942881968,5.962103838804073e-8
1385.3663049743977,10.645999440794268
1415.9456588206158,75.81172825490029
1400.4632805021422,39.01074700798929
1409.5765745519316,59.45873522925166
1391.0772452146973,19.039480690699257
1406.585250384632,48.15262401205009
1405.3545591968175,46.603762034535436
1396.2590163750049,21.52532003375683
1415.1637330351514,72.33942810947057
1393.938707076463,28.694091308027303
1393.5310810754536,23.3688017972354
1394.123371514291,29.112628490466868
1412.79581269219,71.7260412606922
1395.0153664484812,22.509488965973425
1408.4792779407373,61.25398066689914
1399.6740574515484,30.53064382494604
1381.0249866762456,3.565069960976327e-11
1408.528137957541,59.03792013511893
1366.802574028535,7.164190444662252e-9
1367.778511425204,1.4548314260535641e-8
1387.3114007306044,15.742277569554348
1404.8159599426951,38.162159843334955
1388.4311328390286,18.04824766932238
