repH,impH,repL,impL
1469.722666777459,7.556109066316805,1414.0913472802954,71.99772259617559
1468.1247713847274,21.316614440045775,1399.2769718558707,34.46327124863923
1471.4168618651954,18.830227384999624,1390.4490670115642,21.43147254324001
1470.8842470144016,19.14518264386005,1398.1580806820275,32.83566778481129
1457.5454535067126,32.38307733561386,1411.9454978977694,40.24757166358412
1472.6075918017152,21.822352830346617,1396.761451482288,6.443045955099771e-9
1469.3694685352557,10.357161113141993,1409.8525422896755,61.745175925265364
1467.3751172072675,10.441484213053197,1409.8464431186162,66.63100741739574
1475.4549697472642,7.0825183086289485,1391.6128931654014,29.07828574609372
1476.1670647363756,13.288033857080269,1374.4849072537068,1.3244923865627593e-10
1452.8798850933151,15.133427443261727,1413.2793223197411,79.37286493601863
1466.9554215698545,26.47783222164133,1399.7279850881446,30.53709966308907
1457.6140760163462,33.07248056353662,1407.8832939962883,36.46476666645368
1472.204638691696,16.64003497620925,1392.0982663434481,25.521059373030198
1479.6328018997888,2.096469021263344,1385.1487782236422,8.586174079483564
1476.0350827336601,15.524252234847095,1387.7331735241735,13.56952868035826
1479.6936963947699,3.5059871805843117,1377.1042130646163,7.098277833199947e-11
1469.0733903964012,16.637794942660214,1397.4524443817488,37.05260069062192
1480.2867934006836,9.498803815712508,1376.0924077253703,1.6275775978824222e-7
1457.7447580393875,31.83895453702436,1405.7726138883263,35.92696209691274
1470.3270671885216,20.681277962822758,1391.7274541852764,22.836461857368302
1471.149889036578,22.749822226760315,1397.3389783185285,1.8664019805976787e-9
1476.7109290227738,5.482761896965843,1396.498035755825,35.2400278796678
1469.7635249822124,7.641072655923608,1412.6670614969091,70.18799550216524
1474.9923042479352,11.81446430445658,1388.9922899104643,20.997066066711493
1459.4467501419888,30.457916127911567,1401.661710353033,32.818835664623805
1471.336253362572,9.032258621322175,1408.1759442903453,57.75255633827064
1472.1888474074901,7.8579294090463385,1408.710220456019,58.1362234695381
1471.3444719369622,17.834168016171695,1386.2623136535894,13.778320913085713
1452.4046216101042,34.141578708286936,1406.9860627158096,36.342493666181504
1470.2762188649174,27.444025417176498,1387.2519105858344,6.736285752089206
1470.4942236974464,18.080165607201884,1402.2377640712,39.20255919623773
1454.511915286469,19.239826555224948,1416.843142102512,67.47057268901389
1478.8234526044112,3.6829286767903056,1370.9075301016585,1.011337083075734e-12
1471.744588534027,21.48011677933756,1396.8005337702812,5.2620037193631605e-9
1461.1502613892458,19.098840223939987,1414.4334240816966,59.64284388711375
1476.2615411672648,6.407443991845086,1397.632545615496,37.058956495580475
1471.902228821776,10.89785311971102,1404.0733848852938,48.869002774547454
1473.2310772055057,7.898153408368492,1406.2181107067245,52.69347204327137
1461.4137490127132,27.424302735698994,1397.0335528772673,29.93462497559011
1477.9517145401055,8.166000673313885,1396.4482652980587,31.320234818948435
1479.847720615875,1.233531719666149,1386.7725469547381,13.592697420264066
1477.738430981274,3.801120279742077,1392.5351882837417,28.15479299506817
1466.5800602969377,21.795056992872986,1401.1471206439205,37.41479748946373
1460.7948126900212,19.953746267398355,1410.1835048061535,54.66756635373421
1474.8693998062445,13.59195923724108,1385.218384792964,10.06174929707121
1461.6149705552264,15.666627617886938,1414.473539106287,67.3956564372237
1470.7330161435939,9.73472541541745,1409.915567502711,59.748654334211324
1476.289129295531,9.933925067014604,1390.4284773920115,23.25224332025084
1468.0005494177565,13.719313159848294,1401.3776446749084,48.228137765177195
1469.3783310913136,18.80963348171415,1404.4147602609255,41.86838071159544
1476.3202883871083,8.61138069410535,1384.1201884431046,8.525956623217528
1478.503282013405,10.997415034995187,1368.4626386780621,3.2537858597790972e-9
1458.6875000024654,33.308099681753525,1405.4780221006197,33.856576382755804
1470.414665322226,14.241509324866163,1402.4557206205998,44.635800404001635
1464.262926536351,22.61652969169737,1402.4197489931294,39.73797079525142
1455.7519700285084,29.54662235581379,1406.6623003323746,40.107066051876274
1468.6598250770091,23.574385524112685,1388.3083519091736,15.19170278646645
1468.535704270234,23.948740245213816,1396.1685732837093,27.57136274758403
1462.8130371779655,18.393310643523048,1413.7501717735063,58.719998119213294
1470.016066257843,10.698308290903515,1403.5579051735454,52.62177519330758
1469.3433305570225,27.868201507726614,1390.1371022371316,14.477623883952731
1466.1517999734515,15.184373047185762,1411.5904322349452,59.0589509511735
1470.6508229296817,20.340898339883434,1386.0240690630797,10.900567765791857
1465.9109299022357,11.417153568759403,1415.4306384545348,72.86447554338963
1460.788629695116,15.766806819912498,1410.5372303290471,64.7367890251397
1467.7569785158612,13.58382066472153,1400.4525105841713,47.797729196988456
1479.9326603804664,11.025002965782758,1367.8372530943689,1.6280434188852054e-12
1447.3335410432096,17.788502895296762,1418.8190931986271,78.32852879528886
1471.868146886197,16.91682785573786,1386.010756621788,13.481864174789282
1458.9937876066967,34.20465120633488,1401.5297387175522,29.341823757708006
1474.2065062677518,9.23043911869179,1399.4305165634933,40.878546986069374
1466.7018293144527,13.64853959238926,1401.6386795503317,50.98130217763915
1465.4742129880667,30.038426595503736,1396.0090353190105,23.911786409756665
1470.0434131604727,26.75311447899812,1394.1204300612587,21.374988495016943
1473.789498770056,20.069933450480626,1369.6210765641513,1.5486401062811102e-8
1459.4819612912252,13.072970707139994,1409.2780603630463,74.49034407550414
1460.3057210492004,14.756896971158767,1418.9810702671105,75.91047879003925
1467.2884648902257,19.989654028555183,1396.4211872462731,33.33879415612986
1479.5539064948478,6.614847656675911,1391.6934764466077,22.527259885089535
1470.5079497980485,6.331235838436177,1412.8827607575388,71.06274297774281
1467.7170293339593,14.939387982077058,1401.115233986394,46.14727620886488
1477.6490059621306,6.616804573876765,1388.0644721092672,18.626154867776773
1467.3503998642775,16.598074373711835,1407.0314908620076,50.23957290536806
1476.293276909175,8.33974508571489,1401.2104664190272,40.06568737797303
1468.4603883663385,25.92749172099802,1395.7964603480498,25.3447267634181
1468.6196445296168,7.42946921739429,1411.6403273415087,73.96701286017132
1455.1428642042601,30.789554524328654,1416.7305647793983,46.15749576720875
1477.11139640209,16.110766474688518,1385.5631177121977,2.5457085093036573
1462.8114319598951,20.30705508979822,1404.95491621294,47.11691649673195
1473.800949736534,8.575699550554182,1394.3642311959704,35.39521512763678
1476.674015607239,8.35013217194921,1374.1881964481997,2.3774788747817554e-12
1467.1195136930316,10.532018099163597,1408.498799269142,65.61120101240707
1459.0998642093798,25.23560432516137,1407.209252761233,44.54006215084243
1446.5060724152463,33.969134963490376,1412.2878382771014,41.69121440135913
1478.4734274684404,7.093506777547305,1393.5541421967037,26.915565098957522
1472.194638265416,14.849060315184719,1399.0313052809074,37.16119708191482
1457.8934683108043,24.642613098417364,1405.6545164921422,44.78554929564343
1461.4237930862566,20.235359468972035,1404.4574658073725,48.09846521076556
1456.5312530757628,26.204074789285816,1410.6298190829657,47.50439111788539
1474.5941340195693,15.543987999246767,1388.6575610243738,17.463635307655547
1467.2013016017374,7.660198356730534,1411.4867231612318,78.59905434800704
1474.7264250488658,12.006998225619625,1397.403908378503,7.290159610280782e-9
1479.4736533954815,9.396443881584819,1389.3095804271811,16.821027804692452
1460.23411300949,16.42698385209717,1406.8209202788905,60.07568299287049
1468.8598703708428,27.40118243238016,1395.5246487942206,2.6457733343066524e-11
1474.0628124944274,18.70259284581634,1393.5353339921148,23.83779586458034
1473.578368350165,12.350125467657579,1395.1055117613273,32.717756131967455
1470.5689375704394,12.659993350829765,1395.7080647286461,38.17865118121336
