pole,lower,upper
1382.9137730951732,2.3113517516968614,2.3113517516968614
1451.5940003261355,2.77923518810735,2.77923518810735
1533.5302524772576,7.863117208073277,7.863117208073277
1557.2340008767608,4.459846885521529,4.459846885521529
