rep,imp,gsq,gsqr,res,res_sqr
1451.76,36.34,7.932546752269489,2.8164777208899574,1.4096577002489237,1.1872900657585423
1445.06,12.05,7.932546752269489,2.8164777208899574,1.5686404561753224,1.2524537740672597
1476.27,5.05,7.932546752269489,2.8164777208899574,1.393119545907307,1.1803048529542302
1460.88,21.35,7.932546752269489,2.8164777208899574,1.25299838063116,1.119374102179946
1459.55,22.36,7.932546752269489,2.8164777208899574,1.5911573801979082,1.261410868907474
1436.06,14.51,7.932546752269489,2.8164777208899574,1.618264762078174,1.2721103576648427
1466.95,10.92,7.932546752269489,2.8164777208899574,1.1165655930707963,1.056676673855724
1480.01,16.24,7.932546752269489,2.8164777208899574,1.7601390169872482,1.326702309106021
1463.75,5.78,7.932546752269489,2.8164777208899574,1.0722186276439323,1.0354799020956091
1437.03,44.83,7.932546752269489,2.8164777208899574,1.3652388645871893,1.1684343646894289
1459.76,30.29,7.932546752269489,2.8164777208899574,1.59535854699408,1.2630750361693006
1466.97,0.9,7.932546752269489,2.8164777208899574,0.9037509467908047,0.950658165057664
1457.38,34.82,7.932546752269489,2.8164777208899574,1.2136859816996806,1.101674172203234
1473.5,26.52,7.932546752269489,2.8164777208899574,1.1601582996757323,1.077106447699452
1464.86,24.64,7.932546752269489,2.8164777208899574,1.184458456212841,1.0883282851294644
1464.15,11.02,7.932546752269489,2.8164777208899574,1.1674066948410498,1.0804659619076622
1466.53,7.12,7.932546752269489,2.8164777208899574,1.3707589637774553,1.170794159439419
1460.49,8.62,7.932546752269489,2.8164777208899574,1.1532504306167586,1.07389498118613
1483.17,0.53,7.932546752269489,2.8164777208899574,1.1350138235406788,1.0653702753224716
1453.28,19.8,7.932546752269489,2.8164777208899574,1.2356442995122037,1.111595384801594
1466.39,14.0,7.932546752269489,2.8164777208899574,1.306584989904399,1.1430594865991879
1454.35,24.2,7.932546752269489,2.8164777208899574,1.400777098516151,1.1835442951221349
1469.76,11.26,7.932546752269489,2.8164777208899574,1.3007053611853918,1.140484704494274
1467.93,2.32,7.932546752269489,2.8164777208899574,1.2699826183891834,1.1269350550893265
1465.84,1.05,7.932546752269489,2.8164777208899574,0.7494521213304405,0.8657090280980327
1475.38,14.97,7.932546752269489,2.8164777208899574,1.3824473743340329,1.175775222707994
1460.54,6.87,7.932546752269489,2.8164777208899574,1.1992126682755178,1.0950856899236323
1460.35,12.32,7.932546752269489,2.8164777208899574,1.3618845031673203,1.1669980733348793
1455.66,6.47,7.932546752269489,2.8164777208899574,1.5265869971581127,1.2355512928074304
1457.3,23.98,7.932546752269489,2.8164777208899574,1.3863373854569065,1.1774282931274016
1465.76,1.15,7.932546752269489,2.8164777208899574,0.7579450399750055,0.8706003905208207
1475.25,3.51,7.932546752269489,2.8164777208899574,1.6015595814585657,1.2655273926148598
1452.84,9.22,7.932546752269489,2.8164777208899574,1.640956643390124,1.2809982995266325
1477.79,3.13,7.932546752269489,2.8164777208899574,1.2583653014459257,1.1217688270967088
1457.45,15.43,7.932546752269489,2.8164777208899574,1.2293566928558999,1.1087635874504087
1453.31,24.32,7.932546752269489,2.8164777208899574,1.2150368245124266,1.1022870880639157
1479.03,8.36,7.932546752269489,2.8164777208899574,1.3426287575758367,1.1587185842886256
1466.81,15.9,7.932546752269489,2.8164777208899574,1.1359711729559332,1.0658194842260735
1452.49,15.96,7.932546752269489,2.8164777208899574,1.2126369137867912,1.1011979448703995
1451.55,16.06,7.932546752269489,2.8164777208899574,1.4611954966345955,1.2087991961589797
1438.23,40.93,7.932546752269489,2.8164777208899574,1.3810225319191625,1.175169150343542
1472.31,9.25,7.932546752269489,2.8164777208899574,1.3487900907564738,1.1613742251128505
1470.43,6.65,7.932546752269489,2.8164777208899574,1.4212302779665245,1.1921536301863633
1454.13,31.66,7.932546752269489,2.8164777208899574,1.565041644118242,1.2510162445461057
1446.84,36.43,7.932546752269489,2.8164777208899574,1.6681654390837417,1.291574790356231
1449.99,37.67,7.932546752269489,2.8164777208899574,1.2025016303244642,1.0965863533367832
1462.25,17.22,7.932546752269489,2.8164777208899574,1.6841467975677795,1.2977468156646657
1469.7,10.02,7.932546752269489,2.8164777208899574,1.4763823979422044,1.2150647710892635
1435.0,56.35,7.932546752269489,2.8164777208899574,1.402061726446376,1.1840868745351314
1464.38,5.06,7.932546752269489,2.8164777208899574,1.3038956461605105,1.1418825010308682
1446.26,8.28,7.932546752269489,2.8164777208899574,1.631300244610152,1.2772236470603542
1452.73,40.54,7.932546752269489,2.8164777208899574,1.25036029279798,1.1181951049785452
1478.78,15.69,7.932546752269489,2.8164777208899574,1.694306107551604,1.301655141560776
1465.37,10.58,7.932546752269489,2.8164777208899574,1.4393260178172291,1.199719141223157
1458.91,7.11,7.932546752269489,2.8164777208899574,1.3405972429548372,1.1578416312064606
1460.3,6.04,7.932546752269489,2.8164777208899574,1.0767186689979718,1.0376505524491237
1465.5,6.28,7.932546752269489,2.8164777208899574,1.3139797444871393,1.146289555255189
1444.27,35.04,7.932546752269489,2.8164777208899574,1.6484949192073768,1.2839372723024194
1475.71,5.68,7.932546752269489,2.8164777208899574,1.1398064919797917,1.0676172029242466
1457.26,9.33,7.932546752269489,2.8164777208899574,1.4567430596311217,1.2069561133823887
1467.68,15.35,7.932546752269489,2.8164777208899574,1.1412218714620315,1.068279865700946
1479.43,8.95,7.932546752269489,2.8164777208899574,1.1746793061545469,1.0838262342989058
1462.78,4.27,7.932546752269489,2.8164777208899574,1.0682602275106037,1.0335667503894481
1460.24,4.07,7.932546752269489,2.8164777208899574,1.3529681028519076,1.1631715706859016
1471.76,11.87,7.932546752269489,2.8164777208899574,1.130504255778708,1.0632517367861234
1464.22,6.34,7.932546752269489,2.8164777208899574,1.1381699940395782,1.066850502197744
1479.0,10.4,7.932546752269489,2.8164777208899574,1.1796527590762316,1.0861182067695172
1479.89,4.89,7.932546752269489,2.8164777208899574,1.1823175337759158,1.087344257250626
1436.06,24.55,7.932546752269489,2.8164777208899574,1.4952655647708724,1.2228105187521379
1447.42,8.86,7.932546752269489,2.8164777208899574,1.3988635901526643,1.1827356383201888
1452.76,12.33,7.932546752269489,2.8164777208899574,1.6530941883945638,1.2857271049466772
1471.85,11.95,7.932546752269489,2.8164777208899574,1.1105095688324869,1.0538071782031506
1453.31,15.49,7.932546752269489,2.8164777208899574,1.6662034561939914,1.2908150356243886
1434.94,18.95,7.932546752269489,2.8164777208899574,1.573880533560844,1.254543954415645
1478.71,2.14,7.932546752269489,2.8164777208899574,1.4567171387987505,1.206945375234004
1459.47,4.77,7.932546752269489,2.8164777208899574,1.1076055068008763,1.0524283855925192
1478.08,21.36,7.932546752269489,2.8164777208899574,1.6119277405662142,1.2696171629929291
1449.64,8.45,7.932546752269489,2.8164777208899574,1.1762901136959691,1.0845690912505155
1462.5,15.42,7.932546752269489,2.8164777208899574,1.1249028071899798,1.0606143536601698
1478.79,1.52,7.932546752269489,2.8164777208899574,1.1089509681286254,1.0530674091095145
1472.98,22.15,7.932546752269489,2.8164777208899574,1.453952579827414,1.2057995603861422
1463.53,16.35,7.932546752269489,2.8164777208899574,1.3950633755395376,1.181128009802298
1466.79,14.64,7.932546752269489,2.8164777208899574,1.3840299034929506,1.1764480028853594
1459.23,8.15,7.932546752269489,2.8164777208899574,1.3379702638848818,1.1567066455609571
1479.27,18.43,7.932546752269489,2.8164777208899574,1.756783149037079,1.3254369653201465
1477.97,3.77,7.932546752269489,2.8164777208899574,1.2886383723904387,1.1351820877684948
1447.76,13.24,7.932546752269489,2.8164777208899574,1.2377138133204708,1.1125258708544583
1445.79,15.93,7.932546752269489,2.8164777208899574,1.3575244809874933,1.1651285255230401
1445.0,13.35,7.932546752269489,2.8164777208899574,1.2234137465439434,1.1060803526615701
1439.16,15.89,7.932546752269489,2.8164777208899574,1.2507574673975232,1.1183726871653845
1468.08,15.45,7.932546752269489,2.8164777208899574,1.135339403210782,1.065523065546111
1460.72,26.06,7.932546752269489,2.8164777208899574,1.1598814936994357,1.0769779448528347
1467.42,26.42,7.932546752269489,2.8164777208899574,1.50056408985505,1.2249751384640628
1454.41,6.58,7.932546752269489,2.8164777208899574,1.262607414688248,1.1236580506044747
1472.38,17.72,7.932546752269489,2.8164777208899574,1.528200630544931,1.2362041217149096
1463.15,31.26,7.932546752269489,2.8164777208899574,1.2096632076254397,1.0998469019029147
1469.72,8.21,7.932546752269489,2.8164777208899574,1.6935409812294537,1.3013612032135635
1459.38,5.99,7.932546752269489,2.8164777208899574,1.1901545907221787,1.0909420657038478
1477.07,17.65,7.932546752269489,2.8164777208899574,1.7484436178445748,1.322287267519647
1452.92,21.49,7.932546752269489,2.8164777208899574,1.2790425682678288,1.1309476417004585
1430.65,18.96,7.932546752269489,2.8164777208899574,1.5567681795117279,1.2477051652981677
1472.11,14.12,7.932546752269489,2.8164777208899574,1.5560148432131224,1.2474032400202921
1477.15,4.95,7.932546752269489,2.8164777208899574,1.4390684995400709,1.1996118120209016
1469.71,11.53,7.932546752269489,2.8164777208899574,1.197529991107976,1.0943171346131686
1423.29,32.41,7.932546752269489,2.8164777208899574,1.463428503879024,1.2097224904411028
1476.3,4.61,7.932546752269489,2.8164777208899574,1.2575342862982346,1.12139836200087
1453.25,12.79,7.932546752269489,2.8164777208899574,1.3113678265167565,1.145149696116956
1465.52,18.32,7.932546752269489,2.8164777208899574,1.6463506528609342,1.283101965106801
1464.2,19.34,7.932546752269489,2.8164777208899574,1.15394255924102,1.0742171843910429
1476.84,1.81,7.932546752269489,2.8164777208899574,1.0805577267302042,1.039498786305306
1451.77,5.98,7.932546752269489,2.8164777208899574,1.512581600608956,1.2298705625426425
1460.06,12.8,7.932546752269489,2.8164777208899574,1.1616031311408737,1.077776939417834
1455.83,7.1,7.932546752269489,2.8164777208899574,1.7828252888447746,1.335224808354299
1466.52,0.82,7.932546752269489,2.8164777208899574,0.7063950735648238,0.8404731248319744
1442.81,35.57,7.932546752269489,2.8164777208899574,1.6322099242223012,1.2775797134512983
1463.35,35.0,7.932546752269489,2.8164777208899574,1.239378175848276,1.1132736302671846
