rep,imp,gsq,gsqr,res,res_sqr
1374.68,0.0,20.302622403498994,4.505843140134707,1.3463598213044112,1.1603274629622498
1398.96,87.14,20.302622403498994,4.505843140134707,1.3948595625640297,1.1810417276980647
1376.07,0.0,20.302622403498994,4.505843140134707,1.463199242884572,1.2096277290491368
1390.38,29.05,20.302622403498994,4.505843140134707,1.3522949580172978,1.162882177186192
1390.44,28.77,20.302622403498994,4.505843140134707,1.273987616222114,1.1287105989677397
1392.04,30.73,20.302622403498994,4.505843140134707,1.647250390695773,1.2834525276362088
1408.76,87.69,20.302622403498994,4.505843140134707,1.345921402309206,1.1601385272066462
1399.18,159.54,20.302622403498994,4.505843140134707,1.397640157108705,1.182218320408166
1400.75,55.95,20.302622403498994,4.505843140134707,1.3856409333715805,1.1771325045939307
1397.7,25.69,20.302622403498994,4.505843140134707,1.6691344508268613,1.2919498638983098
1416.24,115.88,20.302622403498994,4.505843140134707,1.6616240867711851,1.2890399864904056
1394.42,0.0,20.302622403498994,4.505843140134707,1.2415439180823813,1.114245896596609
1388.65,15.37,20.302622403498994,4.505843140134707,1.5066546361780935,1.2274586087433228
1414.01,155.23,20.302622403498994,4.505843140134707,1.2036124325633593,1.097092718307509
1393.31,19.97,20.302622403498994,4.505843140134707,1.620806942195052,1.2731091635028993
1386.45,8.92,20.302622403498994,4.505843140134707,1.5425180816551933,1.2419815142163724
1389.03,10.18,20.302622403498994,4.505843140134707,1.5820201564495227,1.2577838273922601
1388.68,18.12,20.302622403498994,4.505843140134707,1.592620738164602,1.2619907837082656
1416.3,79.53,20.302622403498994,4.505843140134707,1.3389425177619223,1.1571268373700103
1408.18,80.2,20.302622403498994,4.505843140134707,1.2964012496104316,1.138596174949851
1406.92,188.76,20.302622403498994,4.505843140134707,1.7152958940323944,1.3096930533649456
1414.03,101.58,20.302622403498994,4.505843140134707,1.6788832365120707,1.295717267196849
1392.35,20.4,20.302622403498994,4.505843140134707,1.2054126991243546,1.0979128832126686
1417.47,67.43,20.302622403498994,4.505843140134707,1.26447503479252,1.12448878820223
1392.74,116.29,20.302622403498994,4.505843140134707,1.6952518457559806,1.3020183738165836
1398.99,47.54,20.302622403498994,4.505843140134707,1.6001357651135086,1.2649647288021546
1404.03,46.19,20.302622403498994,4.505843140134707,1.6096544566746283,1.26872158359296
1384.8,22.7,20.302622403498994,4.505843140134707,1.2895921996358504,1.1356021308697208
1416.84,112.02,20.302622403498994,4.505843140134707,1.3039609780192423,1.1419111077571853
1392.62,193.06,20.302622403498994,4.505843140134707,1.3306936141784937,1.1535569401544485
1397.72,31.32,20.302622403498994,4.505843140134707,1.2777622087863967,1.1303814439322668
1408.62,111.27,20.302622403498994,4.505843140134707,1.6211147390272886,1.2732300416764006
1406.27,72.65,20.302622403498994,4.505843140134707,1.2344941743463065,1.1110779335160548
1406.6,133.82,20.302622403498994,4.505843140134707,1.3416412701105007,1.1582923940484546
1395.32,0.0,20.302622403498994,4.505843140134707,1.0981585000766056,1.0479305797983975
1393.53,188.99,20.302622403498994,4.505843140134707,1.322299595545552,1.1499128643273595
1417.15,68.06,20.302622403498994,4.505843140134707,1.2334895680285938,1.1106257551617438
1412.86,77.27,20.302622403498994,4.505843140134707,1.537902555091419,1.2401219920199056
1418.6,124.02,20.302622403498994,4.505843140134707,1.4245038358034758,1.193525800225314
1406.85,52.8,20.302622403498994,4.505843140134707,1.2156907075181351,1.1025836510297689
1398.91,97.42,20.302622403498994,4.505843140134707,1.2258158164462145,1.1071656680218251
1405.65,184.87,20.302622403498994,4.505843140134707,1.272264187076017,1.1279468901841154
1399.15,37.93,20.302622403498994,4.505843140134707,1.7191907597277012,1.3111791486016322
1401.41,60.77,20.302622403498994,4.505843140134707,1.4904452364918233,1.2208379239243117
1386.54,23.86,20.302622403498994,4.505843140134707,1.325071017009568,1.151117290726522
1405.4,40.37,20.302622403498994,4.505843140134707,1.5181337023511388,1.232125684478308
1383.8,17.42,20.302622403498994,4.505843140134707,1.3926532475037818,1.1801073033854939
1405.63,69.38,20.302622403498994,4.505843140134707,1.3907249609024661,1.1792900240833322
1410.88,74.99,20.302622403498994,4.505843140134707,1.3930087866783367,1.180257932266645
1388.39,10.82,20.302622403498994,4.505843140134707,1.5410631040169738,1.2413956275164553
1373.18,0.0,20.302622403498994,4.505843140134707,1.3653038700802986,1.1684621817073493
1404.71,144.89,20.302622403498994,4.505843140134707,1.2043245445578947,1.0974172153551696
1411.27,68.88,20.302622403498994,4.505843140134707,1.2378955242297867,1.1126075337825942
1413.93,43.64,20.302622403498994,4.505843140134707,1.3861933085782847,1.1773671086701398
1383.19,14.69,20.302622403498994,4.505843140134707,1.404261892987791,1.1850155665592714
1396.85,0.0,20.302622403498994,4.505843140134707,0.8789065060760947,0.9375001365739072
1402.36,50.83,20.302622403498994,4.505843140134707,1.423745807279651,1.1932081994688315
1396.9,46.2,20.302622403498994,4.505843140134707,1.3855310622226664,1.1770858346877964
1396.56,0.0,20.302622403498994,4.505843140134707,1.0228307263943246,1.0113509412633799
1407.11,107.98,20.302622403498994,4.505843140134707,1.4290018735240615,1.195408663815041
1401.31,121.28,20.302622403498994,4.505843140134707,1.4853565426220487,1.2187520431252818
1411.12,109.08,20.302622403498994,4.505843140134707,1.5711852682256422,1.253469292892986
1387.27,2.02,20.302622403498994,4.505843140134707,1.4105814055104446,1.1876789993556527
1401.8,31.97,20.302622403498994,4.505843140134707,1.3045289932073143,1.1421597932020346
1413.3,75.06,20.302622403498994,4.505843140134707,1.3683584591669455,1.169768549400669
1408.55,115.16,20.302622403498994,4.505843140134707,1.2199874121094951,1.1045304034337375
1417.34,134.98,20.302622403498994,4.505843140134707,1.4289727524867857,1.1953964833839799
